object,band,rise_time_days,decay_time_days,t0_days,peak_mag,chi2,baseline_chi2,n_obs,fwhm_days,rise_rate_mag_per_day,decay_rate_mag_per_day,gp_dfdt_now,gp_dfdt_next,gp_d2fdt2_now,gp_predicted_mag_1d,gp_predicted_mag_2d,gp_time_to_peak,gp_extrap_slope,gp_T_peak,gp_T_now,gp_dTdt_peak,gp_dTdt_now,gp_sigma_f,gp_peak_to_peak,gp_snr_max,gp_dfdt_max,gp_dfdt_min,gp_frac_of_peak,gp_post_var_mean,gp_post_var_max,gp_skewness,gp_kurtosis,gp_n_inflections
ZTF25aabegog,g,6.362,2.447,12.235,18.549,1.204,28.7,23,NaN,-0.208584,0.047230,-0.191643,-0.169028,0.022615,18.934906,18.793758,6.222542,-0.109797,10522.7,8683.6,-1.108,-39.801,0.482151,1.784784,447.542,0.067372,-0.216699,1.030906,0.010688,0.010688,1.204666,0.511773,2
ZTF25aabegog,r,7.341,2.447,13.214,18.664,0.964,16.6,16,NaN,-0.153016,0.020878,-0.050389,-0.029437,0.020952,18.674615,18.664246,2.250023,0.005957,10522.7,8683.6,-1.108,-39.801,0.397144,1.398554,494.472,0.035639,-0.158312,1.013313,0.004640,0.004640,1.302555,0.435052,2
ZTF25aabegog,i,3.915,2.936,10.278,19.055,0.002,3.4,5,NaN,-0.039872,0.019262,0.053494,0.046889,-0.006606,19.412799,19.452105,-6.827548,0.031278,10522.7,8683.6,-1.108,-39.801,0.163736,0.471935,210.303,0.059552,-0.071501,1.024695,0.000017,0.000017,-0.269337,-1.424342,2
ZTF25aabfths,g,26.204,12.094,46.362,19.853,0.493,1.2,20,NaN,-0.012837,0.010329,0.010585,0.010560,-0.000025,20.191422,20.201947,-46.430252,0.010479,6290.9,5023.8,-0.110,-24.532,0.128707,0.417421,166.283,0.010599,-0.014766,1.019665,0.019424,0.019424,0.464657,-1.100654,1
ZTF25aabfths,r,22.173,12.094,46.362,19.921,0.308,0.5,26,NaN,-0.012055,0.014073,-0.000327,0.000366,0.000693,19.921200,19.922263,0.343649,0.001760,6290.9,5023.8,-0.110,-24.532,0.175045,0.586439,130.400,0.015292,-0.012579,1.029438,0.016415,0.016415,0.429875,-1.016691,2
ZTF25aabjdvo,g,6.447,14.506,12.894,18.123,0.801,283.4,16,24.177,-0.108257,0.036895,-0.255935,-0.267359,-0.011424,19.850927,19.581318,11.844195,-0.262753,13887.3,4199.0,-41.137,33.286,1.031543,3.073300,569.105,0.112098,-0.269230,1.164140,0.008636,0.008636,-0.308195,-1.350818,4
ZTF25aabjdvo,r,11.283,19.342,16.118,18.181,0.324,168.0,13,19.342,-0.110668,0.047751,0.156051,0.151291,-0.004760,20.182398,20.311241,-57.918920,0.090414,13887.3,4199.0,-41.137,33.286,0.594841,2.441163,514.038,0.161533,-0.351518,1.123812,0.002077,0.002077,0.020819,-0.401471,10
ZTF25aablymz,g,5.039,3.149,8.189,19.153,0.019,5.3,7,NaN,-0.178174,-0.016838,-0.047617,-0.027536,0.020080,19.175966,19.155353,2.211913,0.003744,9270.1,7112.2,60.783,-55.089,0.291455,1.285113,163.627,0.131860,-0.327436,1.025873,0.000472,0.000472,0.785041,0.647136,5
ZTF25aablymz,r,1.890,7.559,10.078,18.903,0.006,6.0,9,NaN,-0.011005,-0.009651,0.314370,0.461017,0.146648,19.745474,19.925946,-9.876548,-0.128337,9270.1,7112.2,60.783,-55.089,0.238814,1.020416,221.550,0.472407,-0.205072,1.036438,0.000068,0.000068,0.511798,0.120109,8
ZTF25aabmbjx,g,4.749,4.749,9.499,19.349,0.596,23.1,17,NaN,-0.020099,0.071381,0.028692,0.036218,0.007526,19.457420,19.501058,-4.465226,0.050752,8785.3,5428.3,33.573,-121.381,0.329053,1.042557,385.303,0.076915,-0.023282,1.053883,0.003300,0.003300,0.947013,-0.540149,1
ZTF25aabmbjx,r,4.156,4.156,8.905,18.974,0.988,5.4,21,13.061,-0.177843,0.039996,0.058555,0.045886,-0.012669,20.017819,20.043622,-19.033900,0.002815,8785.3,5428.3,33.573,-121.381,0.358616,1.315162,534.940,0.150352,-0.199086,1.055267,0.002229,0.002229,-0.477819,-0.879129,4
ZTF25aabmhdd,r,10.662,8.292,18.954,18.290,1.128,66.2,37,35.539,-0.145159,0.034065,0.039152,0.038899,-0.000253,19.299918,19.338178,-28.893189,0.037206,12809.9,5633.5,2.486,89.217,0.525367,2.133193,645.990,0.039136,-0.179828,1.070297,0.010329,0.010329,0.636781,-0.144110,4
ZTF25aabmhdd,g,14.216,8.292,21.323,18.379,1.011,191.0,36,29.616,-0.198809,0.102452,0.065852,0.074869,0.009017,18.803184,18.887092,-9.663661,0.091338,12809.9,5633.5,2.486,89.217,0.862710,2.665068,592.593,0.174100,-0.291917,1.125072,0.008594,0.008594,0.505871,-1.117950,6
ZTF25aabmhly,r,4.523,18.094,13.306,13.876,20.375,69505.1,34,24.879,-0.058647,0.029906,0.035801,0.034838,-0.000963,16.737011,16.770693,-58.546943,0.032494,50000.0,16056.2,-316.521,-163.422,1.270570,4.186346,5993.909,0.072231,-0.503966,1.301689,0.001223,0.001223,-0.222583,-1.233560,11
ZTF25aabmhly,g,4.523,9.047,13.306,13.894,10.039,107921.9,25,13.570,0.003254,0.017271,0.031825,0.035988,0.004163,16.197308,16.236172,-28.693505,0.040413,50000.0,16056.2,-316.521,-163.422,1.000648,3.748121,6133.603,0.196197,-0.466646,1.269772,0.000533,0.000533,-1.076247,0.352324,9
ZTF25aabmjel,g,8.292,8.292,15.400,17.795,1.251,219.7,11,20.139,-0.176577,0.021215,0.090403,0.089734,-0.000669,19.391274,19.480200,-19.626016,0.087874,15804.6,6037.5,24.994,-35.699,0.921114,2.595208,363.863,0.094766,-0.242497,1.142981,0.022042,0.022042,-0.083903,-1.475632,2
ZTF25aabmjel,r,7.108,8.292,13.031,17.940,0.651,169.9,21,27.246,-0.174983,0.049777,0.045698,0.036702,-0.008995,19.644741,19.670447,-44.886336,0.013385,15804.6,6037.5,24.994,-35.699,0.569037,2.329505,766.161,0.057681,-0.274651,1.093290,0.002746,0.002746,0.499937,-0.357608,6
ZTF25aabmkua,g,12.429,3.271,18.970,18.543,0.505,34.4,22,22.895,-0.239406,0.085170,-0.067125,-0.055133,0.011992,18.725313,18.677794,6.918106,-0.042223,11607.5,8630.4,-14.531,-149.356,0.660967,2.477560,417.583,0.099776,-0.262466,1.048946,0.003836,0.003836,1.289762,0.786730,2
ZTF25aabmkua,r,9.158,3.271,18.316,18.570,0.667,8.4,17,NaN,-0.104413,0.033532,-0.070764,-0.058854,0.011910,18.683504,18.637009,5.267221,-0.034067,11607.5,8630.4,-14.531,-149.356,0.430099,1.452255,459.376,0.036745,-0.113497,1.020472,0.003930,0.003930,1.082272,-0.107079,2
ZTF25aabnwba,g,11.173,6.207,34.761,16.364,6.576,2930.8,8,23.588,0.163947,0.085693,-0.048366,-0.030957,0.017409,16.402110,16.382601,4.794833,-0.011870,33939.1,17584.9,-6.769,-59.205,1.413580,4.373723,2042.645,0.244681,-0.417870,1.118410,0.000774,0.000774,0.489912,-1.006646,3
ZTF25aabnwba,r,4.966,6.207,33.520,16.087,3.322,4465.1,12,24.829,0.415738,0.015811,0.070973,0.077550,0.006577,16.542612,16.624376,-9.392847,0.082984,33939.1,17584.9,-6.769,-59.205,1.752222,5.838198,2679.395,0.709550,-0.645996,1.057211,0.007599,0.007599,1.360539,0.482360,4
ZTF25aabobjw,i,NaN,34.652,157.345,18.426,0.719,4.1,29,NaN,0.008031,0.000723,0.008172,0.008268,0.000096,18.599769,18.608132,-23.934282,0.008455,8564.2,4883.6,NaN,-7.066,0.416025,1.217608,409.699,0.010273,-0.001667,1.065180,0.009687,0.009687,-0.407382,-1.305319,1
ZTF25aabobjw,r,NaN,38.503,157.345,18.516,1.111,60.7,125,NaN,0.007013,0.012194,0.010844,0.010767,-0.000076,20.567325,20.578015,-188.663137,0.010611,8564.2,4883.6,NaN,-7.066,0.636582,2.040350,575.534,0.013205,0.004933,1.110193,0.008329,0.008329,0.205454,-1.278055,1
ZTF25aabobjw,g,7.701,11.551,234.350,20.053,1.043,5.4,47,NaN,-0.014532,0.000699,0.004090,0.001297,-0.002794,21.334958,21.333730,-54.883840,-0.003580,8564.2,4883.6,NaN,-7.066,0.364908,1.277841,205.835,0.061611,-0.036154,1.053556,0.032689,0.032689,-0.030714,-0.944112,8
ZTF25aabotnk,r,3.676,8.272,7.353,18.165,0.212,93.7,12,29.412,-0.087576,0.054621,0.054250,0.033055,-0.021195,19.548841,19.557393,-37.683509,-0.016272,14150.6,5970.9,-10.481,-54.080,0.383310,1.350723,753.930,0.079401,-0.239715,1.074358,0.000693,0.000693,0.099146,-1.026650,6
ZTF25aabotnk,g,6.434,7.353,11.948,18.016,0.979,36.1,6,22.059,-0.081227,0.030630,0.003294,-0.005375,-0.008669,20.499250,20.485626,-31.037045,-0.021348,14150.6,5970.9,-10.481,-54.080,0.916625,2.488109,477.375,0.130821,-0.102120,1.137024,0.005030,0.005030,0.262593,-1.515174,2
ZTF25aabovpf,g,5.876,4.896,526.479,16.776,0.847,2193.9,11,26.440,-0.184019,0.101938,0.025539,0.044494,0.018955,16.848379,16.903616,-1.245565,0.058499,23995.8,10208.8,-22.904,-60.032,0.887284,2.697101,1669.450,0.173934,-0.255596,1.157081,0.003484,0.003484,0.633831,-1.015564,4
ZTF25aabovpf,r,5.876,6.855,526.479,16.803,1.139,945.2,12,23.503,-0.174378,0.080231,0.100267,0.102585,0.002318,18.386682,18.487252,-32.286352,0.094200,23995.8,10208.8,-22.904,-60.032,0.546012,1.954150,1602.565,0.102595,-0.250147,1.110562,0.001942,0.001942,0.329712,-0.824099,6
ZTF25aabovpf,i,4.896,5.876,523.541,17.257,0.381,292.6,5,15.668,-0.163633,0.001393,-0.009449,0.032106,0.041554,17.291347,17.353896,-0.263899,0.082820,23995.8,10208.8,-22.904,-60.032,0.438346,2.021027,760.811,0.098806,-0.358845,1.068221,0.002068,0.002068,-0.383694,0.006477,4
ZTF25aabowed,r,9.481,3.160,17.699,17.939,8.591,459.7,7,NaN,-0.264233,0.063881,-0.225162,-0.243258,-0.018095,20.932565,20.675311,17.698750,-0.266763,15198.0,10435.8,-24.844,-161.630,0.929178,3.237101,788.800,0.068300,-0.272172,1.039155,0.027766,0.027766,1.231407,0.264649,2
ZTF25aabowed,g,12.010,2.528,20.227,17.953,0.051,98.2,8,19.595,-0.158712,0.085044,-0.162889,-0.098514,0.064375,18.013389,18.027738,9.274284,0.130377,15198.0,10435.8,-24.844,-161.630,0.712164,2.341177,724.309,0.296175,-0.398494,1.054675,0.000176,0.000176,0.968167,-0.295246,4
ZTF25aabpoxz,g,4.586,6.420,9.171,18.169,1.165,116.6,14,17.425,-0.118468,0.024039,-0.129590,-0.092142,0.037448,18.240296,18.186214,3.210555,-0.017611,14539.9,5420.9,45.471,1.245,0.891854,2.549148,761.487,0.103687,-0.233103,1.136227,0.008811,0.008811,0.091821,-1.429287,3
ZTF25aabpoxz,r,5.503,7.337,10.088,17.960,0.668,168.4,23,22.928,-0.134992,0.036057,-0.241385,-0.227917,0.013467,18.707704,18.502247,8.085968,-0.175977,14539.9,5420.9,45.471,1.245,0.602076,1.816333,685.754,0.087438,-0.244541,1.101135,0.008233,0.008233,0.072190,-1.462100,5
ZTF25aabqdqc,i,3.854,5.139,2315.940,17.929,0.158,78.8,5,12.848,-0.155101,-0.010680,-0.209463,-0.144588,0.064875,18.007102,17.933540,2.128139,-0.005078,17022.1,7731.2,-68.514,-116.105,0.459561,2.010424,485.327,0.136853,-0.287164,1.060358,0.000372,0.000372,-0.286917,0.610276,5
ZTF25aabqdqc,r,7.709,10.279,2317.224,17.696,1.109,217.7,24,30.836,-0.175799,0.021997,0.066105,0.076480,0.010375,18.897550,18.980881,-30.477162,0.083857,17022.1,7731.2,-68.514,-116.105,0.661586,2.258873,1038.315,0.100783,-0.273853,1.102530,0.004410,0.004410,0.239771,-1.083227,9
ZTF25aabqdqc,g,8.994,10.279,2318.509,17.523,0.880,1500.3,19,21.842,-0.255908,-0.029460,0.099868,0.082041,-0.017827,18.889422,18.952165,-16.378041,0.044769,17022.1,7731.2,-68.514,-116.105,1.029646,3.650815,1238.513,0.152942,-0.394665,1.129718,0.008037,0.008037,0.003813,-1.188325,5
ZTF25aabreke,g,NaN,15.314,39.945,19.666,1.282,11.4,21,NaN,0.016668,0.010410,0.016355,0.016290,-0.000065,20.313911,20.330131,-37.914907,0.016148,9560.4,3801.0,NaN,-12.327,0.411509,1.352274,245.896,0.016892,0.008437,1.068761,0.048352,0.048352,-0.192246,-1.234955,1
ZTF25aabreke,r,NaN,17.228,39.945,18.290,2.971,248.6,66,NaN,0.032832,0.013521,0.020949,0.020228,-0.000721,20.696267,20.715767,-72.842222,0.018767,9560.4,3801.0,NaN,-12.327,0.857510,2.653494,649.397,0.037877,0.005604,1.145079,0.028508,0.028508,-0.272963,-1.305055,1
ZTF25aabrowo,g,5.603,3.566,10.188,18.326,0.212,38.2,8,17.828,-0.183348,0.111757,0.089154,0.074132,-0.015021,19.676504,19.734149,-14.772053,0.040644,12956.8,9023.6,-242.789,-179.005,0.426003,1.343204,568.346,0.120467,-0.204492,1.069626,0.003470,0.003470,0.381708,-1.223780,2
ZTF25aabrowo,r,1.528,1.528,9.678,18.306,0.002,6.8,5,NaN,0.010679,-0.000000,0.315508,-0.457618,-0.773126,18.764125,18.395042,5.720163,0.183080,12956.8,9023.6,-242.789,-179.005,0.170397,0.903685,293.296,0.420111,-0.640018,1.016344,0.000026,0.000026,1.592059,4.120100,7
ZTF25aabskal,g,2.203,12.115,4.405,17.199,0.693,546.8,8,NaN,0.004989,0.039870,0.044916,0.044164,-0.000752,18.484464,18.527771,-38.585201,0.042349,21683.5,14129.6,-1.658,-97.772,0.559185,1.664509,1354.173,0.047044,-0.006595,1.096781,0.002025,0.002025,0.408982,-1.274159,1
ZTF25aabskal,r,2.203,4.405,9.912,17.168,0.000,51.9,8,NaN,-0.025449,-0.014214,0.023428,0.037378,0.013950,17.230541,17.273630,-2.127534,0.041021,21683.5,14129.6,-1.658,-97.772,0.102841,0.393915,1587.302,0.043180,-0.056612,1.013309,0.000000,0.000000,-0.332426,-0.412598,5
ZTF25aabsnwc,r,4.459,8.917,8.917,17.485,1.272,616.8,14,NaN,-0.007906,0.040624,0.067225,0.067121,-0.000104,18.727343,18.793319,-34.977500,0.063868,19483.1,5267.6,109.837,-95.825,0.746956,2.483981,1009.783,0.067256,-0.119726,1.142063,0.001712,0.001712,0.368021,-1.218395,4
ZTF25aabsnwc,g,5.945,10.404,10.404,17.360,3.491,1096.3,15,20.807,-0.029059,0.021199,0.089777,0.094596,0.004819,19.425381,19.523906,-25.546888,0.101094,19483.1,5267.6,109.837,-95.825,1.135551,3.215645,1071.963,0.101800,-0.154279,1.185232,0.006784,0.006784,-0.297265,-1.503490,5
ZTF25aabsnyf,r,8.190,24.570,16.380,16.612,0.635,281.2,26,35.490,-0.023607,-0.012506,0.030765,0.029739,-0.001026,18.656861,18.685613,-46.400255,0.027762,25041.6,10679.5,38.512,5.025,0.792423,2.804081,632.046,0.072103,-0.135170,1.093522,0.002187,0.002187,-0.217998,-0.889894,8
ZTF25aabsnyf,i,2.730,10.920,8.190,17.109,0.006,43.0,6,NaN,0.025647,-0.000002,0.050053,0.043748,-0.006305,18.391916,18.428354,-43.782454,0.028384,25041.6,10679.5,38.512,5.025,0.322106,1.380397,378.307,0.060804,-0.041633,1.040181,0.000031,0.000031,-0.141835,0.450249,4
ZTF25aabsnyf,g,8.190,13.650,19.110,16.572,0.848,347.3,18,16.380,-0.072876,0.007254,0.010050,0.011115,0.001065,19.623866,19.636182,-56.715660,0.013607,25041.6,10679.5,38.512,5.025,1.105576,3.811461,397.506,0.130162,-0.290709,1.222001,0.009676,0.009676,-1.137940,0.083816,8
ZTF25aabsofp,g,NaN,7.979,0.000,15.518,238.905,11025.6,14,NaN,0.089171,0.065606,0.070207,0.068480,-0.001727,19.134778,19.201486,-40.874352,0.064893,44150.4,8655.3,NaN,125.915,1.230880,4.044024,1797.922,0.093044,0.055251,1.260598,0.372365,0.372365,-0.125924,-1.256081,1
ZTF25aabsofp,r,NaN,9.974,0.000,15.793,35.216,12485.6,10,NaN,0.078650,-0.066679,0.112565,0.118150,0.005585,16.851530,16.975009,-11.976215,0.128495,44150.4,8655.3,NaN,125.915,1.339939,3.815979,1851.351,0.148076,-0.118894,1.192010,0.011137,0.011137,-0.374689,-1.414553,1
ZTF25aabutel,r,4.580,2.290,8.587,18.222,0.023,23.4,6,NaN,-0.151214,0.032291,0.003414,0.017662,0.014248,18.243314,18.265689,-0.443446,0.020219,13543.8,11421.4,-27.170,-114.226,0.235742,1.010785,519.736,0.035881,-0.186976,1.020311,0.000097,0.000097,1.786781,2.712698,4
ZTF25aabvekt,i,0.858,12.009,4.289,18.764,0.189,10.0,5,NaN,-0.016422,-0.000000,0.413199,-0.410616,-0.823815,19.049479,18.974012,3.241143,-0.240124,13087.3,7787.7,-181.816,-95.713,0.079441,0.658367,253.538,0.448030,-0.292435,1.012614,0.003045,0.003045,2.339719,15.586352,6
ZTF25aabvekt,r,4.289,1.716,8.578,17.885,0.280,127.8,22,24.017,-0.164271,0.039780,0.030776,-0.001798,-0.032574,19.037564,19.000493,-33.451175,-0.062194,13087.3,7787.7,-181.816,-95.713,0.381938,1.860000,781.496,0.214757,-0.403566,1.064564,0.000746,0.000746,0.472385,0.653481,8
ZTF25aabvekt,g,6.004,3.431,9.435,17.936,0.155,173.8,7,12.866,-0.156490,0.114440,-0.447175,-0.338442,0.108732,18.541086,18.364903,7.413262,-0.056769,13087.3,7787.7,-181.816,-95.713,0.561648,2.294496,637.947,0.256055,-0.456936,1.127926,0.002265,0.002265,-0.188110,-0.269027,5
ZTF25aabwjuw,g,5.099,5.099,12.237,18.371,0.259,215.8,6,12.237,-0.171974,0.095086,-0.044566,-0.075953,-0.031387,20.756772,20.657192,-37.675593,-0.114165,12595.4,5147.7,59.728,3.214,0.686254,2.514650,404.146,0.166656,-0.242761,1.133830,0.001521,0.001521,-0.181807,-0.523067,4
ZTF25aabwjuw,r,7.138,7.138,13.257,18.386,0.586,99.4,11,35.692,-0.229508,0.076204,0.043264,0.025045,-0.018219,19.840589,19.847932,-36.712075,-0.008570,12595.4,5147.7,59.728,3.214,0.619451,2.589008,498.898,0.094603,-0.316077,1.077745,0.001776,0.001776,1.320402,1.281987,6
ZTF25aabxywm,g,NaN,16.130,0.000,18.135,1.862,70.9,24,NaN,0.017649,0.010297,0.011273,0.011255,-0.000018,19.455528,19.466752,-112.907188,0.011180,14188.2,11603.5,32.537,-16.361,0.358511,1.309253,717.530,0.018218,0.007018,1.072195,0.003945,0.003945,-0.426800,-0.821556,2
ZTF25aabxywm,r,4.608,50.693,18.434,17.867,0.000,17.5,27,NaN,-0.008039,0.005769,-0.042210,-0.044775,-0.002565,18.082112,18.056397,10.466465,-0.005933,14188.2,11603.5,32.537,-16.361,0.100851,0.602737,981.969,0.066327,-0.134712,1.011445,0.000000,0.000000,1.116743,3.574399,24
ZTF25aabxywm,i,9.217,4.608,39.172,17.914,0.002,28.5,5,NaN,-0.013079,0.000000,-0.016771,0.016771,0.033543,18.022229,18.062190,23.239532,0.042011,14188.2,11603.5,32.537,-16.361,0.114640,0.861757,582.053,0.066371,-0.145170,1.013530,0.000008,0.000008,3.207834,16.445072,7
ZTF25aabylkr,r,6.718,17.914,66.427,16.978,0.084,637.7,9,NaN,0.002813,-0.013658,0.025387,0.025269,-0.000118,18.106107,18.130338,-50.390497,0.022309,24020.7,18126.6,-0.574,8.675,0.416562,1.233067,1590.689,0.059443,-0.033038,1.036010,0.000044,0.000044,-0.433010,-1.227152,4
ZTF25aabzbve,r,10.924,9.559,19.117,18.007,2.941,159.9,17,30.042,-0.101149,0.009623,0.054049,0.052237,-0.001813,19.132836,19.183204,-21.816179,0.048456,12682.2,6473.3,21.822,40.327,0.607872,1.692181,810.653,0.062519,-0.138583,1.091499,0.034246,0.034246,-0.146910,-1.493349,1
ZTF25aabzbve,g,6.828,8.193,12.290,18.540,1.253,306.7,8,17.752,-0.083249,-0.038767,0.039772,0.048296,0.008524,20.146390,20.202125,-24.697306,0.061265,12682.2,6473.3,21.822,40.327,0.638121,2.079899,697.505,0.122868,-0.180987,1.078434,0.016604,0.016604,-0.677865,-0.762918,5
ZTF25aacalpc,r,8.183,3.147,15.737,19.169,0.202,27.3,8,NaN,-0.159390,0.050880,0.049573,0.048338,-0.001235,19.869854,19.916431,-15.107047,0.044234,8392.1,6922.0,-16.174,-79.005,0.495060,1.784146,330.126,0.051217,-0.169692,1.034039,0.001721,0.001721,1.147400,0.305562,2
ZTF25aacalpc,g,1.259,1.888,14.478,19.344,0.000,0.9,6,NaN,-0.000279,-0.000005,-0.099229,0.037209,0.136438,19.380295,19.469292,0.431950,0.079107,8392.1,6922.0,-16.174,-79.005,0.060557,0.320235,384.021,0.090951,-0.138909,1.009975,0.000005,0.000005,-1.236716,2.894601,9
ZTF25aacaoby,g,7.680,6.720,16.320,18.812,0.218,64.0,8,22.079,-0.083931,-0.043100,-0.077008,-0.092686,-0.015678,20.634902,20.530378,-26.761830,-0.112215,11500.9,5732.8,-1.376,70.094,0.727979,2.098894,459.736,0.149247,-0.115653,1.079506,0.001904,0.001904,0.183547,-1.417301,2
ZTF25aacaoby,r,8.640,5.760,16.320,18.342,0.190,23.1,13,28.799,-0.133641,0.062881,0.049676,0.048764,-0.000913,18.768916,18.816524,-9.739191,0.046428,11500.9,5732.8,-1.376,70.094,0.489231,1.625251,268.963,0.067933,-0.150861,1.083309,0.004537,0.004537,0.296457,-1.137252,4
ZTF25aacasnr,g,5.398,5.398,10.796,18.314,0.617,20.3,8,22.268,-0.096580,0.072325,0.100382,0.099328,-0.001054,19.227870,19.324775,-12.266562,0.093251,12293.5,7193.7,40.568,8.434,0.505599,1.583844,289.151,0.100401,-0.121775,1.086484,0.007336,0.007336,0.512321,-1.049812,1
ZTF25aacasnr,r,12.146,2.699,14.845,18.452,0.004,61.2,6,29.690,-0.064259,0.075321,-0.255609,-0.205046,0.050563,18.653651,18.559107,12.738101,0.013871,12293.5,7193.7,40.568,8.434,0.247052,0.888140,695.693,0.112281,-0.257298,1.045641,0.000012,0.000012,0.736366,-0.337894,6
ZTF25aacasop,r,8.332,4.166,23.935,18.002,1.199,250.0,15,NaN,-0.182376,0.048639,-0.182325,-0.162787,0.019538,18.564948,18.423199,8.960240,-0.119959,15118.3,9735.1,7.050,-326.640,0.425866,1.761222,1024.382,0.059034,-0.232033,1.040822,0.006651,0.006651,1.413805,1.540777,0
ZTF25aacasop,g,12.499,4.166,26.713,17.950,2.559,274.1,19,24.997,-0.212210,0.073660,0.081880,0.084683,0.002803,19.138268,19.223295,-16.330063,0.082220,15118.3,9735.1,7.050,-326.640,0.476678,1.934086,1116.031,0.085012,-0.356685,1.066324,0.014359,0.014359,0.971927,0.312909,4
ZTF25aacautg,g,6.287,7.185,12.574,17.313,6.508,1793.2,9,19.759,-0.108885,0.055078,-0.086664,-0.071026,0.015637,17.424820,17.370555,4.562765,-0.036679,21656.2,7423.7,25.537,-146.459,0.933644,2.694735,1277.173,0.135520,-0.146493,1.155649,0.014022,0.014022,0.328029,-1.378010,1
ZTF25aacautg,r,7.185,6.287,12.574,17.092,14.084,600.7,13,23.352,-0.198694,0.079544,-0.251499,-0.229081,0.022418,17.907321,17.704097,8.537059,-0.174869,21656.2,7423.7,25.537,-146.459,0.628293,2.149493,1085.069,0.084377,-0.290956,1.114372,0.019219,0.019219,0.325776,-1.094165,3
ZTF25aacawpa,g,6.600,12.100,12.100,18.405,0.250,14.8,19,27.499,-0.098020,-0.022141,-0.152804,-0.162346,-0.009542,19.346515,19.181664,11.169661,-0.160277,14544.3,9371.3,0.946,-10.433,0.446960,1.294412,295.766,0.129083,-0.164083,1.043444,0.003599,0.003599,-0.094376,-1.460118,5
ZTF25aacawpa,r,7.700,7.700,14.300,17.717,0.934,25.8,33,39.599,-0.083847,0.029730,0.037057,0.039526,0.002469,18.294108,18.335910,-21.629406,0.043742,14544.3,9371.3,0.946,-10.433,0.377294,1.121453,386.809,0.046318,-0.138879,1.063297,0.004778,0.004778,0.294962,-1.301665,3
ZTF25aacaxkg,r,NaN,17.923,18.015,16.979,10.061,2397.3,25,NaN,0.032346,0.026048,0.028420,0.028181,-0.000240,19.869911,19.897849,-87.778171,0.027690,24922.6,5020.0,NaN,-30.128,1.039948,3.421151,1758.740,0.034449,0.022560,1.201493,0.006813,0.006813,-0.090487,-1.260933,1
ZTF25aacaxkg,g,NaN,17.923,18.015,16.816,1.452,426.8,33,NaN,0.069875,0.009281,0.012083,0.011870,-0.000212,19.924079,19.935784,-65.778831,0.011582,24922.6,5020.0,NaN,-30.128,1.050001,3.537731,742.835,0.073639,0.003331,1.210380,0.012540,0.012540,-1.003585,-0.287235,2
ZTF25aacaxre,g,2.261,13.565,515.207,18.948,0.702,19.8,16,NaN,0.021539,-0.018847,0.017347,0.021516,0.004169,19.012336,19.037732,-4.051823,0.028918,11299.3,6023.0,-1.969,25.079,0.516036,1.737525,365.233,0.057755,-0.041849,1.042980,0.007600,0.007600,-0.009439,-0.897045,4
ZTF25aacaxre,r,2.261,15.826,515.207,18.282,2.139,234.4,52,NaN,0.006111,0.007078,0.004742,0.006586,0.001844,18.490597,18.499313,-34.092194,0.011112,11299.3,6023.0,-1.969,25.079,0.776105,1.985567,714.585,0.055179,-0.015640,1.104909,0.011176,0.011176,0.289118,-1.655314,3
