object,band,variant,rise_time_days,decay_time_days,peak_time_days,chi2,n_obs,fwhm_days,rise_rate_mag_per_day,decay_rate_mag_per_day,powerlaw_amplitude,powerlaw_index
ZTF25aacgxjf,g,Bazin,4.290,5.600,22.642,0.168,7,17.805,-0.040269,0.040021,NaN,NaN
ZTF25aacgxjf,i,Bazin,2.550,33.115,1.698,0.000,3,NaN,-0.026059,0.010358,NaN,NaN
ZTF25aachzhd,r,Full,25.007,25.686,-5.000,6.451,12,35.456,0.017662,0.038985,NaN,NaN
ZTF25aachzhd,g,Full,67.976,13.393,-3.356,5.670,10,45.397,0.021481,0.076451,NaN,NaN
ZTF25aachzjr,r,Full,665.142,45.000,47.122,1.222,29,75.526,0.034166,0.023354,NaN,NaN
ZTF25aachzjr,g,Full,665.142,59.092,50.113,2.956,23,79.501,0.038879,0.017598,NaN,NaN
ZTF25aacjgut,r,Bazin,1.141,33.115,-7.704,0.606,18,NaN,0.010242,0.002780,NaN,NaN
ZTF25aacljcu,r,Bazin,2.779,21.628,7.179,8.504,29,66.900,-0.119687,0.051709,NaN,NaN
ZTF25aacljcu,g,Bazin,2.567,13.741,7.177,17.918,18,66.900,-0.098970,0.055734,NaN,NaN
ZTF25aacljcu,i,Bazin,2.766,1.574,-84.514,3.870,4,NaN,0.000000,0.000000,NaN,NaN
ZTF25aacmgnn,r,FastDecay,NaN,34.064,62.359,1.322,26,2.376,0.004443,0.030093,NaN,NaN
ZTF25aacmgnn,g,FastDecay,NaN,40.667,52.359,1.421,10,14.654,0.007439,0.026698,NaN,NaN
ZTF25aacnkte,r,Full,55.138,234.901,100.000,1.842,11,NaN,0.002515,0.004136,NaN,NaN
ZTF25aacnkte,g,Full,20.284,136.141,100.000,0.404,10,18.885,0.007802,0.007973,NaN,NaN
ZTF25aacnour,r,Full,2.008,30.773,5.262,0.891,18,76.958,-0.127158,0.035282,NaN,NaN
ZTF25aacnour,g,Full,1.660,15.966,4.464,0.712,16,76.958,-0.107397,0.068003,NaN,NaN
ZTF25aacqvcq,r,Full,2.202,28.763,8.655,15.858,53,89.895,-0.129004,0.037748,NaN,NaN
ZTF25aacqvcq,g,Full,2.943,15.339,11.529,8.773,28,89.895,-0.125178,0.070782,NaN,NaN
ZTF25aactdcs,r,Bazin,3.489,25.046,7.375,1.386,27,65.016,-0.102447,0.044934,NaN,NaN
ZTF25aactdcs,g,Bazin,2.829,17.485,3.550,2.638,13,65.016,-0.026386,0.042993,NaN,NaN
ZTF25aactdcs,i,Bazin,27.769,1.192,-100.000,0.210,2,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aacxeaf,r,Bazin,2.062,33.115,7.016,0.025,4,4.180,-0.121181,0.020665,NaN,NaN
ZTF25aacxeaf,i,Bazin,29.191,10.994,-7.396,0.000,2,NaN,0.016349,0.004351,NaN,NaN
ZTF25aacxeaf,g,Bazin,33.115,1.746,-100.000,0.000,1,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aacxidm,g,FastDecay,NaN,23.911,17.054,11.112,3,NaN,0.000000,0.045408,NaN,NaN
ZTF25aacxidm,r,FastDecay,NaN,64.996,12.685,0.043,3,NaN,0.009900,0.016705,NaN,NaN
ZTF25aacxidm,i,FastDecay,NaN,8.796,27.054,0.034,1,NaN,0.008758,0.010323,NaN,NaN
ZTF25aaczsit,r,Bazin,4.856,33.115,18.152,1.264,36,10.586,-0.060498,0.020534,NaN,NaN
ZTF25aaczsit,g,Bazin,8.925,12.566,26.250,1.278,31,15.450,-0.020129,0.058912,NaN,NaN
ZTF25aaczsit,i,Bazin,7.917,33.115,30.000,0.033,4,17.453,-0.056086,0.019051,NaN,NaN
ZTF25aadavqf,r,Full,3.932,19.067,6.707,0.052,6,3.211,-0.179984,0.054424,NaN,NaN
ZTF25aadavqf,g,Full,3.942,13.641,7.560,0.256,3,29.043,-0.199447,0.076444,NaN,NaN
ZTF25aadcylv,r,Bazin,3.479,10.272,30.000,1.348,18,33.951,-0.082062,0.040986,NaN,NaN
ZTF25aadcylv,g,Bazin,2.767,8.427,30.000,1.196,9,33.951,-0.146372,0.065893,NaN,NaN
ZTF25aaddfzb,r,Full,2.552,27.935,8.401,13.148,42,111.866,0.009046,0.038867,NaN,NaN
ZTF25aaddfzb,g,Full,1.935,16.013,12.956,39.528,23,111.866,-0.036499,0.067802,NaN,NaN
ZTF25aaddfzb,i,Full,0.939,19.074,7.489,9.773,4,111.866,0.033772,0.056923,NaN,NaN
ZTF25aaddjmx,r,Bazin,1.359,23.193,1.021,5.826,34,58.942,-0.005084,0.060544,NaN,NaN
ZTF25aaddjmx,g,Bazin,4.043,5.495,15.959,0.583,21,36.135,-0.032523,0.006024,NaN,NaN
ZTF25aaddjmx,i,Bazin,1.000,33.115,-0.107,3.392,7,26.065,0.009739,0.020128,NaN,NaN
ZTF25aaddjzf,r,Full,4.064,55.834,28.703,2.899,29,77.988,-0.071031,0.019446,NaN,NaN
ZTF25aaddjzf,g,Full,3.585,32.465,28.798,10.156,20,77.988,-0.075750,0.033443,NaN,NaN
ZTF25aaddjzf,i,Full,5.388,33.140,34.044,3.506,6,77.988,-0.072528,0.032752,NaN,NaN
ZTF25aadeltq,r,Full,29.756,155.376,-5.000,1.992,27,NaN,-0.006478,0.004907,NaN,NaN
ZTF25aadeltq,g,Full,80.886,64.033,5.000,1.217,17,77.275,0.039927,0.013110,NaN,NaN
ZTF25aadeltq,i,Full,10.947,422.357,0.386,0.357,4,NaN,-0.024892,0.002486,NaN,NaN
ZTF25aadevqv,r,Bazin,4.806,33.115,1.618,9.314,49,24.082,0.000736,0.004394,NaN,NaN
ZTF25aadevqv,g,Bazin,9.165,20.097,-4.199,3.564,27,73.271,0.027023,0.004395,NaN,NaN
ZTF25aadevqv,i,Bazin,1.000,33.115,-84.150,1.200,3,NaN,0.001762,0.000182,NaN,NaN
ZTF25aadfajb,r,Bazin,2.130,23.043,7.126,5.147,36,79.901,-0.095440,0.024508,NaN,NaN
ZTF25aadfajb,g,Bazin,5.486,5.386,28.376,3.063,11,50.992,0.011076,0.001090,NaN,NaN
ZTF25aadfajb,i,Bazin,1.652,9.511,15.898,0.000,4,79.901,-0.084295,0.001676,NaN,NaN
ZTF25aadfktz,r,Full,3.579,25.314,6.235,1.861,39,53.001,-0.113190,0.042885,NaN,NaN
ZTF25aadfktz,g,Full,3.612,9.321,8.897,2.035,19,53.001,-0.154499,0.116469,NaN,NaN
ZTF25aadfktz,i,Full,2.775,9.312,12.363,0.034,2,53.001,-0.302787,0.116586,NaN,NaN
ZTF25aadfkug,r,Bazin,3.584,24.568,8.977,2.274,34,57.868,-0.131675,0.040307,NaN,NaN
ZTF25aadfkug,g,Bazin,2.505,17.619,7.487,1.895,18,57.868,-0.166690,0.061793,NaN,NaN
ZTF25aadfsmz,r,FastDecay,NaN,86.867,11.561,1.959,72,26.621,0.004516,0.012499,NaN,NaN
ZTF25aadfsmz,g,FastDecay,NaN,46.616,4.659,0.892,20,66.040,0.021945,0.023291,NaN,NaN
ZTF25aadfsmz,i,FastDecay,NaN,69.374,2.379,0.058,3,52.217,0.015245,0.015651,NaN,NaN
ZTF25aadfuny,g,Full,45.472,389.472,78.692,0.291,19,NaN,-0.002246,0.002675,NaN,NaN
ZTF25aadfuny,r,Full,60.100,1058.695,68.692,0.204,9,NaN,-0.003250,0.000764,NaN,NaN
ZTF25aadgckg,r,Full,665.109,30.002,22.486,3.250,51,89.802,0.044079,0.035424,NaN,NaN
ZTF25aadgckg,g,Full,244.680,16.007,21.826,25.719,40,92.935,0.067853,0.065989,NaN,NaN
ZTF25aadgckg,i,Full,643.280,58.171,25.496,0.034,3,87.714,0.036352,0.017873,NaN,NaN
ZTF25aadhlrs,r,Full,665.142,1808.042,-4.918,689.926,137,NaN,0.000484,0.000524,NaN,NaN
ZTF25aadhlrs,g,Full,665.142,1808.042,5.082,1092.048,28,NaN,0.000483,0.000522,NaN,NaN
ZTF25aadhlrs,i,Full,244.692,1808.042,5.082,103.938,1,NaN,0.000596,0.000599,NaN,NaN
ZTF25aadhntz,r,Bazin,1.000,26.581,1.232,0.993,23,24.995,-0.196595,0.044189,NaN,NaN
ZTF25aadhntz,g,Bazin,30.306,1.000,-47.838,0.000,1,NaN,0.000000,0.000000,NaN,NaN
ZTF25aadhrbs,g,Full,7.457,504.619,12.670,0.234,4,NaN,-0.070942,0.095189,NaN,NaN
ZTF25aadhrbs,i,Full,20.271,350.951,2.670,0.034,1,11.166,0.046227,5.375913,NaN,NaN
ZTF25aadhuav,r,Bazin,13.512,11.391,27.455,519.569,33,NaN,0.000000,0.000000,NaN,NaN
ZTF25aadhuav,g,Bazin,11.920,33.115,30.000,220.608,7,NaN,0.000000,0.000000,NaN,NaN
ZTF25aadhuav,i,Bazin,3.162,3.568,-60.045,0.000,1,NaN,0.000000,0.000000,NaN,NaN
ZTF25aadhuhm,r,Full,9.439,78.880,13.444,1.679,24,144.880,-0.000806,0.013764,NaN,NaN
ZTF25aadhuhm,g,Full,18.917,56.163,3.444,1.133,12,171.665,0.007664,0.019331,NaN,NaN
ZTF25aadhuvy,r,Bazin,1.662,28.919,2.539,0.027,3,NaN,-0.137282,-0.067531,NaN,NaN
ZTF25aadhuvy,g,Bazin,18.407,1.013,-100.000,0.000,1,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aadhwzr,r,Full,0.668,32.830,23.965,2.719,10,64.993,-0.039204,0.033072,NaN,NaN
ZTF25aadhwzr,g,Full,0.640,14.812,22.873,0.034,2,34.946,-0.003873,0.073301,NaN,NaN
ZTF25aadjaew,r,Full,202.806,1808.042,-5.000,0.579,15,NaN,-0.001977,-0.001575,NaN,NaN
ZTF25aadjaew,g,Full,74.608,1808.042,5.000,0.438,2,NaN,0.004285,-0.003620,NaN,NaN
ZTF25aadjmcf,r,Full,3.511,29.403,2.504,0.752,24,37.969,-0.081593,0.036868,NaN,NaN
ZTF25aadjmcf,g,Full,9.545,11.245,12.504,0.440,12,37.969,-0.068673,0.084771,NaN,NaN
ZTF25aadjmcf,i,Full,1.367,67.277,-5.000,0.199,2,NaN,0.014220,0.016138,NaN,NaN
ZTF25aadjukb,r,Full,8.032,1808.042,99.072,9.795,49,106.790,-0.123749,0.029632,NaN,NaN
ZTF25aadjukb,g,Full,4.113,1808.042,95.231,14.860,28,106.790,-0.254165,0.025789,NaN,NaN
ZTF25aadjukb,i,Full,19.985,1702.134,100.000,0.179,5,41.321,-0.044099,-0.002660,NaN,NaN
ZTF25aadkeon,r,Bazin,3.989,17.778,7.658,0.775,21,54.876,-0.071942,0.033280,NaN,NaN
ZTF25aadkeon,g,Bazin,4.340,6.805,20.491,0.197,10,54.876,-0.063414,0.033789,NaN,NaN
ZTF25aadkeon,i,Bazin,17.979,1.000,-32.351,0.000,1,NaN,-0.000000,0.000000,NaN,NaN
ZTF25aadkudx,r,Full,0.007,103.204,94.925,12.081,40,26.824,0.008477,0.010520,NaN,NaN
ZTF25aadkudx,g,Full,0.007,42.664,94.214,4.894,24,69.047,0.025448,0.025448,NaN,NaN
ZTF25aadkudx,i,Full,0.008,280.537,84.925,2.740,4,NaN,0.003870,0.003870,NaN,NaN
ZTF25aadlcbi,r,Bazin,2.526,24.180,3.992,6.998,28,82.027,-0.028898,0.034021,NaN,NaN
ZTF25aadlcbi,g,Bazin,5.036,7.250,16.433,2.531,18,56.471,-0.009848,0.002254,NaN,NaN
ZTF25aadlcbi,i,Bazin,3.598,5.064,16.696,0.060,4,49.876,-0.012670,0.000013,NaN,NaN
ZTF25aadlkpv,g,Full,2.173,8.354,7.012,1.737,8,30.072,-0.360987,0.153414,NaN,NaN
ZTF25aadlkpv,r,Full,2.397,22.709,6.774,1.094,7,30.072,-0.314227,0.064592,NaN,NaN
ZTF25aadlkpv,i,Full,5.907,10.622,17.012,2.833,2,11.031,-0.144060,0.007909,NaN,NaN
ZTF25aadllil,g,Bazin,1.584,15.622,0.215,0.445,10,10.950,-0.032691,0.059723,NaN,NaN
ZTF25aadllil,r,Bazin,3.699,18.820,-0.009,0.083,4,6.739,-0.029505,0.067026,NaN,NaN
ZTF25aadlqhw,g,FastDecay,NaN,19.468,92.848,17.276,81,151.528,0.011469,0.055772,NaN,NaN
ZTF25aadlqhw,r,FastDecay,NaN,25.303,89.667,45.542,77,147.433,0.008043,0.042910,NaN,NaN
ZTF25aadlslh,r,Bazin,16.456,24.345,30.000,1.608,26,6.484,-0.006560,0.028932,NaN,NaN
ZTF25aadlslh,g,Bazin,9.600,8.104,30.000,0.673,8,40.949,0.023738,0.006862,NaN,NaN
ZTF25aadltat,r,Full,13.948,1.089,21.877,6.320,7,NaN,-0.026728,0.057828,NaN,NaN
ZTF25aadltat,g,Full,37.914,0.507,14.823,0.668,6,8.236,0.025551,0.170220,NaN,NaN
ZTF25aadltwn,r,Full,0.126,42.139,100.000,20.806,13,168.736,0.025766,0.025766,NaN,NaN
ZTF25aadltwn,g,Full,0.344,114.545,100.000,0.034,1,118.814,0.009479,0.009479,NaN,NaN
ZTF25aadltwn,i,Full,0.278,114.545,100.000,2.347,1,108.830,0.008340,0.009479,NaN,NaN
ZTF25aadlzzl,r,FastDecay,NaN,23.454,100.000,0.034,2,NaN,0.046291,0.046291,NaN,NaN
ZTF25aadlzzl,g,FastDecay,NaN,63.756,99.495,0.034,1,NaN,0.017030,0.017030,NaN,NaN
ZTF25aadngyo,r,Full,3.500,53.275,6.928,0.147,6,4.907,-0.189692,0.018119,NaN,NaN
ZTF25aadngyo,g,Full,2.232,19.599,5.355,0.956,5,27.902,-0.286694,0.055280,NaN,NaN
ZTF25aadnogd,r,Bazin,18.906,33.115,30.000,6.501,53,246.890,0.013271,0.000351,NaN,NaN
ZTF25aadnogd,g,Bazin,33.115,33.115,30.000,2.908,43,262.616,0.017099,0.000262,NaN,NaN
ZTF25aadnogd,i,Bazin,1.148,2.207,-63.730,0.074,3,NaN,0.000000,0.000000,NaN,NaN
ZTF25aadnsyh,r,Full,1.673,21.371,1.134,2.555,30,33.881,-0.120889,0.050804,NaN,NaN
ZTF25aadnsyh,g,Full,2.290,8.297,1.441,0.873,17,33.881,-0.124039,0.130855,NaN,NaN
ZTF25aadnsyh,i,Full,0.682,17.154,10.757,0.034,1,33.881,-1.577273,0.063292,NaN,NaN
ZTF25aadntob,r,Full,94.626,1808.042,89.810,14.863,29,NaN,0.001605,0.005193,NaN,NaN
ZTF25aadntob,g,Full,139.897,770.654,79.810,13.791,15,NaN,0.004984,0.008319,NaN,NaN
ZTF25aadntob,i,Full,166.714,1786.246,79.810,7.778,2,NaN,0.005906,0.009145,NaN,NaN
ZTF25aadnujq,r,Full,2.909,21.698,6.405,2.137,23,32.163,-0.251236,0.049788,NaN,NaN
ZTF25aadnujq,g,Full,6.972,7.982,16.303,1.442,14,32.163,-0.122956,0.111636,NaN,NaN
ZTF25aadnujq,i,Full,1.070,16.509,4.382,0.350,3,32.163,-0.546296,0.065766,NaN,NaN
ZTF25aadnxae,r,Bazin,2.654,33.115,9.552,4.305,27,5.745,-0.102230,0.018524,NaN,NaN
ZTF25aadnxae,g,Bazin,3.376,16.163,11.479,1.791,17,43.970,-0.168854,0.056719,NaN,NaN
ZTF25aadnxae,i,Bazin,1.278,1.000,9.683,0.177,4,40.435,0.249094,0.000000,NaN,NaN
ZTF25aadobka,r,Bazin,3.152,28.773,7.431,0.906,34,51.921,-0.178266,0.043065,NaN,NaN
ZTF25aadobka,g,Bazin,3.849,17.505,12.003,2.383,18,51.921,-0.151197,0.057283,NaN,NaN
ZTF25aadobka,i,Bazin,1.824,24.226,30.000,0.000,2,NaN,-0.000009,0.015048,NaN,NaN
ZTF25aadogqo,r,Full,126.619,1808.042,100.000,0.515,57,NaN,-0.003705,-0.000252,NaN,NaN
ZTF25aadogqo,g,Full,128.152,1378.576,100.000,0.388,33,NaN,-0.003488,-0.000075,NaN,NaN
ZTF25aadtdef,r,Full,3.223,19.473,33.884,13.889,30,80.911,-0.336397,0.055747,NaN,NaN
ZTF25aadtdef,g,Full,3.200,10.671,35.999,22.622,15,80.911,-0.330465,0.101729,NaN,NaN
ZTF25aadtdef,i,Full,8.761,11.680,43.884,2.533,6,80.911,-0.112958,0.086915,NaN,NaN
ZTF25aadtgiq,g,PowerLaw,NaN,NaN,-2.738,1.633,4,NaN,0.163024,0.076334,1.882003,0.500000
ZTF25aadtgiq,r,PowerLaw,NaN,NaN,-4.880,0.182,2,NaN,0.099045,0.058651,2.225541,0.500000
ZTF25aaduxhj,r,Full,0.008,27.254,-5.000,16.795,25,134.491,0.036362,0.039838,NaN,NaN
ZTF25aaduxhj,g,Full,0.015,15.536,-0.395,17.867,10,142.544,0.063858,0.069884,NaN,NaN
ZTF25aadvjal,r,Bazin,2.884,32.995,7.938,2.658,42,68.822,-0.213656,0.050415,NaN,NaN
ZTF25aadvjal,g,Bazin,3.423,13.540,14.536,3.496,31,68.822,-0.167730,0.066655,NaN,NaN
ZTF25aadvjal,i,Bazin,2.785,24.535,8.491,0.029,4,68.822,-0.136593,0.036417,NaN,NaN
ZTF25aaehohz,r,Full,4.342,29.298,9.321,1.872,23,5.905,-0.159308,0.035924,NaN,NaN
ZTF25aaehohz,g,Full,1.597,10.778,-0.679,0.669,14,14.857,-0.015174,0.100734,NaN,NaN
ZTF25aaekcfy,r,Bazin,1.000,15.258,13.464,1.663,20,51.963,-0.051144,0.025458,NaN,NaN
ZTF25aaekcfy,g,Bazin,2.444,2.449,27.627,7.796,11,23.240,-0.000600,0.002732,NaN,NaN
ZTF25aaekcfy,i,Bazin,1.000,1.966,-59.833,0.000,1,NaN,0.000000,0.000000,NaN,NaN
ZTF25aaetvgk,r,FastDecay,NaN,65.072,85.352,0.689,61,NaN,0.002666,0.016685,NaN,NaN
ZTF25aaetvgk,g,FastDecay,NaN,28.904,75.352,3.600,22,23.786,0.005066,0.037563,NaN,NaN
ZTF25aaetvgk,i,FastDecay,NaN,148.413,75.352,0.061,4,NaN,0.005351,0.007316,NaN,NaN
ZTF25aaeuesi,r,Full,10.868,38.258,17.986,1.290,24,82.849,-0.037332,0.027670,NaN,NaN
ZTF25aaeuesi,g,Full,13.571,22.232,23.535,0.390,18,31.225,-0.027516,0.046632,NaN,NaN
ZTF25aaeuesi,i,Full,5.596,103.996,8.845,0.034,4,2.914,-0.049640,0.010437,NaN,NaN
ZTF25aafaacx,r,Bazin,3.878,28.086,10.705,3.524,18,7.863,-0.332039,0.037576,NaN,NaN
ZTF25aafaacx,g,Bazin,3.344,33.115,9.429,7.547,13,7.561,-0.361449,0.033360,NaN,NaN
ZTF25aafaacx,i,Bazin,1.121,33.115,1.945,0.000,2,1.361,-0.179926,0.028335,NaN,NaN
ZTF25aafdnuf,r,Full,665.142,60.596,39.970,3.144,62,49.793,0.027862,0.017124,NaN,NaN
ZTF25aafdnuf,g,Full,561.163,22.292,29.970,5.375,25,56.111,0.042941,0.047778,NaN,NaN
ZTF25aafdvzl,g,FastDecay,NaN,10.985,6.451,0.038,4,6.847,0.000000,0.098836,NaN,NaN
ZTF25aafdvzl,r,FastDecay,NaN,20.419,8.009,2.954,4,NaN,-0.000000,0.053172,NaN,NaN
ZTF25aafdvzl,i,FastDecay,NaN,13.851,12.812,13.537,2,NaN,0.000000,0.078387,NaN,NaN
ZTF25aafdwin,r,Full,1.692,21.090,2.733,0.580,13,64.930,-0.085449,0.051482,NaN,NaN
ZTF25aafdwin,g,Full,2.201,11.593,5.843,0.550,11,64.930,-0.156445,0.093658,NaN,NaN
ZTF25aafdwph,r,Full,3.586,27.000,6.073,0.119,13,52.062,-0.120388,0.040206,NaN,NaN
ZTF25aafdwph,g,Full,4.166,12.881,9.031,0.472,8,52.062,-0.134780,0.084240,NaN,NaN
ZTF25aafdwph,i,Full,9.748,24.993,16.073,0.034,2,52.062,-0.065347,0.038129,NaN,NaN
ZTF25aafdxfl,g,Bazin,2.756,1.000,-36.183,0.000,1,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aafdxfl,r,Bazin,17.547,1.723,-100.000,0.000,1,NaN,0.000000,0.000000,NaN,NaN
ZTF25aafdxjr,r,Bazin,2.752,20.982,12.298,1.137,92,112.726,-0.067756,0.006493,NaN,NaN
ZTF25aafdxjr,g,Bazin,3.160,12.990,9.434,1.001,32,112.726,-0.015911,0.001270,NaN,NaN
ZTF25aafdzxq,g,Full,16.088,1808.042,100.000,0.790,59,NaN,-0.014699,0.000522,NaN,NaN
ZTF25aafdzxq,r,Full,24.736,1808.042,100.000,0.449,45,NaN,-0.012875,0.000075,NaN,NaN
ZTF25aafedas,r,Bazin,33.115,19.693,30.000,0.469,28,68.170,0.030662,0.005804,NaN,NaN
ZTF25aafedas,g,Bazin,1.036,22.674,17.747,0.631,16,65.835,0.028941,0.003199,NaN,NaN
ZTF25aafedhq,g,Full,43.154,206.075,100.000,0.431,36,NaN,0.001887,0.004949,NaN,NaN
ZTF25aafedhq,r,Full,48.880,232.679,100.000,0.637,33,NaN,0.001077,0.004201,NaN,NaN
ZTF25aafeedj,r,Bazin,3.164,27.213,6.179,0.841,20,49.875,-0.140412,0.043327,NaN,NaN
ZTF25aafeedj,g,Bazin,4.936,5.792,22.189,0.623,16,22.306,-0.020798,0.051103,NaN,NaN
ZTF25aafeedj,i,Bazin,1.000,33.115,-94.278,1.515,3,NaN,0.002873,0.000982,NaN,NaN
ZTF25aafejer,r,Full,19.279,63.661,93.383,2.246,103,73.903,0.007937,0.016911,NaN,NaN
ZTF25aafejer,g,Full,44.243,62.435,53.825,2.364,74,81.078,0.011156,0.016681,NaN,NaN
ZTF25aafevnp,r,Bazin,2.955,33.115,6.966,0.000,4,4.807,-0.224574,0.000369,NaN,NaN
ZTF25aafevnp,g,Bazin,1.000,8.833,8.163,0.000,2,6.970,-0.032363,0.090882,NaN,NaN
ZTF25aafezal,r,Bazin,1.000,6.584,9.926,0.096,6,7.410,-0.007748,0.059743,NaN,NaN
ZTF25aafezal,g,Bazin,32.574,2.374,16.854,0.000,3,20.239,0.435655,0.135367,NaN,NaN
ZTF25aaffyzc,r,Bazin,1.000,27.855,-1.033,0.121,6,NaN,-0.054095,0.036335,NaN,NaN
ZTF25aaffyzc,g,Bazin,1.000,28.998,30.000,0.014,2,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aaffzjf,g,Full,7.880,1753.765,-0.171,0.171,3,0.428,-0.008127,0.111312,NaN,NaN
ZTF25aaffzjf,r,Full,2.980,1565.931,-1.011,0.034,2,4.533,-0.031402,0.299613,NaN,NaN
ZTF25aaffzjf,i,Full,10.578,645.545,-5.000,0.034,1,6.843,0.041115,5.952155,NaN,NaN
ZTF25aafgnae,r,Full,10.952,25.365,18.131,0.275,4,NaN,-0.054826,-0.017423,NaN,NaN
ZTF25aafhecq,r,Bazin,2.670,25.019,8.178,6.357,24,88.874,-0.088083,0.029488,NaN,NaN
ZTF25aafhecq,g,Bazin,3.569,14.170,10.589,5.000,20,88.874,-0.064999,0.022564,NaN,NaN
ZTF25aafhxyo,g,FastDecay,NaN,115.648,28.105,1.625,10,NaN,-0.000000,0.009388,NaN,NaN
ZTF25aafhxyo,r,FastDecay,NaN,148.413,36.506,0.475,5,NaN,-0.000000,0.007316,NaN,NaN
ZTF25aafibim,r,Full,665.142,81.081,76.869,36.949,116,186.699,0.006683,0.012699,NaN,NaN
ZTF25aafibim,g,Full,665.141,58.233,84.845,14.667,34,213.171,0.011831,0.017949,NaN,NaN
ZTF25aafibim,i,Full,412.261,94.259,75.305,6.536,3,189.485,0.008218,0.010525,NaN,NaN
ZTF25aafidjm,g,Bazin,2.257,8.367,-4.108,0.000,3,34.396,0.068752,0.003068,NaN,NaN
ZTF25aafifce,g,Full,3.213,17.038,31.467,3.501,8,3.900,-0.222606,0.052479,NaN,NaN
ZTF25aafifce,r,Full,2.689,46.313,30.818,1.754,6,5.166,-0.269426,0.017759,NaN,NaN
ZTF25aafifqa,r,Bazin,5.854,22.143,6.684,2.616,18,23.762,-0.036297,0.039576,NaN,NaN
ZTF25aafifqa,g,Bazin,2.222,2.255,21.780,3.885,17,36.997,-0.004415,0.000010,NaN,NaN
ZTF25aafifqa,i,Bazin,1.000,1.825,-100.000,0.000,1,NaN,0.000000,0.000000,NaN,NaN
ZTF25aafihgk,r,FastDecay,NaN,148.413,98.250,1.352,66,78.736,0.012366,0.007316,NaN,NaN
ZTF25aafihgk,g,FastDecay,NaN,142.885,88.250,0.961,48,73.679,0.013727,0.007599,NaN,NaN
ZTF25aafiibc,g,Bazin,1.827,8.003,4.476,3.115,13,47.907,-0.071236,0.021533,NaN,NaN
ZTF25aafiibc,r,Bazin,2.205,25.697,2.858,6.377,11,47.907,-0.112656,0.090893,NaN,NaN
ZTF25aafjgcz,r,Bazin,17.694,21.756,30.000,0.095,4,NaN,0.001524,0.019860,NaN,NaN
ZTF25aafjpdg,r,Full,1.076,52.799,0.873,0.936,21,103.784,0.003091,0.020564,NaN,NaN
ZTF25aafjpdg,g,Full,1.492,50.075,1.908,3.968,20,103.784,0.009175,0.021682,NaN,NaN
ZTF25aafjphe,g,Bazin,6.914,9.058,22.114,11.306,50,121.818,0.042293,0.000022,NaN,NaN
ZTF25aafjphe,r,Bazin,1.525,25.481,6.205,22.085,39,148.723,0.030362,0.014718,NaN,NaN
ZTF25aafjphe,i,Bazin,16.142,3.824,24.163,0.000,2,144.986,0.122886,0.000000,NaN,NaN
ZTF25aafjtce,r,Full,3.256,15.681,8.175,6.345,10,4.878,-0.244722,0.058094,NaN,NaN
ZTF25aafjtce,g,Full,3.567,5.769,11.074,0.108,6,22.064,-0.239345,0.159727,NaN,NaN
ZTF25aafjtce,i,Full,7.898,10.163,-1.825,0.054,2,10.865,0.057223,0.097926,NaN,NaN
ZTF25aafkcir,r,Bazin,3.074,15.746,10.761,1.906,26,45.869,-0.093535,0.025803,NaN,NaN
ZTF25aafkcir,g,Bazin,3.169,11.999,10.216,0.594,11,45.869,-0.153779,0.063919,NaN,NaN
ZTF25aafkcir,i,Bazin,25.007,1.000,9.363,0.037,3,44.947,0.866563,0.000000,NaN,NaN
ZTF25aafkghv,g,Bazin,3.808,13.717,12.318,18.365,48,103.804,-0.051783,0.008965,NaN,NaN
ZTF25aafkghv,r,Bazin,4.090,33.115,9.196,12.654,35,103.804,-0.065153,0.046927,NaN,NaN
ZTF25aafkghv,i,Bazin,1.081,7.368,17.284,0.000,2,NaN,-0.027767,0.000011,NaN,NaN
ZTF25aafkily,r,Bazin,2.794,24.119,9.240,0.762,20,52.020,-0.212440,0.042864,NaN,NaN
ZTF25aafkily,g,Bazin,3.226,16.160,10.006,0.913,14,52.020,-0.189106,0.078601,NaN,NaN
ZTF25aafkily,i,Bazin,4.584,7.256,15.201,0.000,3,25.618,-0.040609,0.017302,NaN,NaN
ZTF25aafkocw,g,Full,2.971,12.713,10.827,2.629,9,32.997,-0.298373,0.084409,NaN,NaN
ZTF25aafkocw,r,Full,3.314,12.783,11.220,0.585,5,32.997,-0.255201,0.083126,NaN,NaN
ZTF25aafkofm,r,Full,3.616,25.195,10.492,1.366,15,6.508,-0.185185,0.042464,NaN,NaN
ZTF25aafkofm,g,Full,6.304,12.021,16.266,1.057,9,38.089,-0.102241,0.079151,NaN,NaN
ZTF25aafkofm,i,Full,4.344,56.351,14.575,0.034,2,10.910,-0.179173,0.015640,NaN,NaN
ZTF25aafkowl,g,Full,5.885,0.015,9.332,1.022,9,0.110,-0.095397,0.102176,NaN,NaN
ZTF25aafkowl,r,Full,4.020,0.007,8.640,1.050,8,4.193,-0.180437,0.073633,NaN,NaN
ZTF25aafkowl,i,Full,5.064,0.010,6.411,0.034,3,1.214,-0.098836,0.135254,NaN,NaN
